source_signature,row_count,taxonomy_group,source_resolution_level,source_species_normalized,source_organism_name,bacdive_status_closure,species_validation_status,candidate_rescue_status,raw_cache_files_seen,missing_cache_files,cache_record_count_total_before_species_filter,representative_bacdive_record_count,record_count_with_culture_collection,unique_culture_collection_count,has_any_culture_collection,type_strain_record_count,has_type_strain_record,culture_medium_record_count,unique_culture_medium_count,has_any_culture_medium,isolation_source_record_count,unique_isolation_source_count,has_any_isolation_source,country_record_count,unique_country_count,has_any_country,genome_accession_record_count,unique_genome_accession_count,has_any_genome_accession,inclusion_basis_counts,example_culture_collections,example_strain_designations,example_culture_media,example_isolation_sources
taxon:573|organism:klebsiella pneumoniae,53,target_bacteria,taxon_organism,klebsiella pneumoniae,Klebsiella pneumoniae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,200,356,True,3,True,133,11,True,126,90,True,118,22,True,24,58,True,"{""base_binomial_match_or_subspecies"": 34, ""normalized_species_exact"": 166}",CCUG 59360; CCUG 59359; CCUG 59358; CCUG 59350; CCUG 59349; CCUG 59348; CCUG 58547; CCUG 58546; CCUG 58545; CCUG 56233; CCUG 55505; CCUG 54718; CCUG 52846; CCUG 52804; CCUG 49243; CCUG 48848; CCUG 48035; CCUG 46734; CCUG 45105; CCUG 45102,"O45, E5051; KC100; 75; TP 01; CF 1304; 2918381; Innsbruck A-1; 531-79; 511-79; Korski; LRA 003 09 73; 1056; NB 37; chalazion; 2005/49; B 5055; 45956; HM08G; SLK 54; MCQ-122",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; NUTRIENT AGAR (DSMZ Medium 1),"Human clinical isolate; Human pus,catheter; Human wound; Human expectorate; Human,screening"
taxon:196620|organism:staphylococcus aureus (strain mw2),330,target_bacteria,taxon_organism,staphylococcus aureus,Staphylococcus aureus (strain MW2),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000000530,332,target_bacteria,proteome,staphylococcus aureus,Staphylococcus aureus (strain COL),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
taxon:282459|organism:staphylococcus aureus (strain mssa476),333,target_bacteria,taxon_organism,staphylococcus aureus,Staphylococcus aureus (strain MSSA476),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000000596,330,target_bacteria,proteome,staphylococcus aureus,Staphylococcus aureus (strain MRSA252),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000889800,194,target_bacteria,proteome,synechococcus elongatus,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,5,0,4,2,2,5,True,0,False,2,1,True,2,1,True,2,1,True,0,0,False,"{""normalized_species_exact"": 2}",DSM 121090; PCC 7942–KU (DSM 115314); DSM 115314 ax; DSM 115314; PCC 7942–KU,"Anacystis nidulans R2, Synechococcus elongatus PCC 7942–AMC06",Cyanobacteria Medium BG11+ (TES buffered) (DSMZ Medium 1593a),Freshwater
proteome:UP000000364,140,target_bacteria,proteome,lactococcus lactis,Lactococcus lactis subsp. cremoris (strain MG1363),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,106,53,53,122,True,2,True,24,11,True,33,35,True,26,8,True,8,27,True,"{""base_binomial_match_or_subspecies"": 10, ""normalized_species_exact"": 43}",DSM 117780; DSM 110082; JCM 20399; IAM 12092; JCM 20128; ATU L-17; IAM 1249; JCM 20101; ATU L-31; IAM 1198; JCM 18008; FERM AP-21288; JCM 12650; DSM 111870; DSM 111869; DSM 111868; DSM 111832; DSM 27303; CCUG 61221; CCUG 60423,"A537/21; CLA-AV-14; SB 261; SB 150; SB 352; SB 17; SV21; 129.86; J4 Alger; J4 conserves; H 214, N35; N34, RICE; E9; Berridge X 13; 2; OJ, N30; 5; 54296; 117; Lactose/Citrate plasmid, W932",LB (Luria-Bertani) MEDIUM (DSMZ Medium 381); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); BHI MEDIUM (DSMZ Medium 215); MRS MEDIUM (DSMZ Medium 11); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"milk; caecal content; female, wild mouse; Milk; kefir grains; Formaggella raw milk cheese"
proteome:UP000002196,231,target_bacteria,proteome,lactococcus lactis,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,106,53,53,122,True,2,True,24,11,True,33,35,True,26,8,True,8,27,True,"{""base_binomial_match_or_subspecies"": 10, ""normalized_species_exact"": 43}",DSM 117780; DSM 110082; JCM 20399; IAM 12092; JCM 20128; ATU L-17; IAM 1249; JCM 20101; ATU L-31; IAM 1198; JCM 18008; FERM AP-21288; JCM 12650; DSM 111870; DSM 111869; DSM 111868; DSM 111832; DSM 27303; CCUG 61221; CCUG 60423,"A537/21; CLA-AV-14; SB 261; SB 150; SB 352; SB 17; SV21; 129.86; J4 Alger; J4 conserves; H 214, N35; N34, RICE; E9; Berridge X 13; 2; OJ, N30; 5; 54296; 117; Lactose/Citrate plasmid, W932",LB (Luria-Bertani) MEDIUM (DSMZ Medium 381); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); BHI MEDIUM (DSMZ Medium 215); MRS MEDIUM (DSMZ Medium 11); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"milk; caecal content; female, wild mouse; Milk; kefir grains; Formaggella raw milk cheese"
taxon:83558|organism:chlamydia pneumoniae (chlamydophila pneumoniae),105,target_bacteria,taxon_organism,chlamydia pneumoniae,Chlamydia pneumoniae (Chlamydophila pneumoniae),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,2,True,1,True,1,1,True,1,1,True,1,1,True,0,0,False,"{""normalized_species_exact"": 1}",DSM 19748; ATCC VR-2282,TWAR-183,CULTIVATION MEDIUM FOR CHLAMYDIAE (DSMZ Medium 1193),conjunctiva of a child
taxon:269800|organism:thermobifida fusca (strain yx),125,target_bacteria,taxon_organism,thermobifida fusca,Thermobifida fusca (strain YX),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,10,5,5,23,True,1,True,5,13,True,4,4,True,3,2,True,1,2,True,"{""normalized_species_exact"": 5}",DSM 44342; DSM 44341; DSM 43793; DSM 43792; ATCC 27730; CUB 1000; IFO 14071; JCM 3263; NBRC 14071; NCIB 11185; BCRC 12532; CECT 3320; CIP 105594; HAMBI 1548; HAMBI 483; IMSNU 22189; KCTC 9052; MTCC 1754; NCIMB 11185; NRRL B-8184,"ID 3636, k7a-3; ID 3877, k13g; 190 Th, T-322, 190Th, A-0263; T-332","CZAPEK PEPTONE AGAR (DSMZ Medium 83); TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); CYC-MEDIUM (modified following Cross and Attwell,1973) (DSMZ Medium 550); ISP 2","compost from green waste; mushroom compost; soil; Environment, Soil"
taxon:59405|organism:thauera aromatica,28,target_bacteria,taxon_organism,thauera aromatica,Thauera aromatica,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,10,5,5,6,True,1,True,5,3,True,4,3,True,5,1,True,4,4,True,"{""normalized_species_exact"": 5}",DSM 14805; DSM 14794; DSM 14793; DSM 11528; DSM 6984; CIP 107765,SP; LG356; S100; AR-1; K172,R2A MEDIUM (DSMZ Medium 830); THAUERA AROMATICA MEDIUM (DSMZ Medium 586); THAUERA AROMATICA MEDIUM (ANAEROB) (DSMZ Medium 855),"anaerobic sewage sludge; activated sludge, sewage plant; sewage sludge"
taxon:258594|organism:rhodopseudomonas palustris (strain atcc baa-98 / cga009),220,target_bacteria,taxon_organism,rhodopseudomonas palustris,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,3,0,14,7,5,20,True,1,True,5,4,True,4,6,True,2,2,True,2,3,True,"{""normalized_species_exact"": 7}",DSM 126; Pfennig 1850; ATCC 17001; BCRC 16408; CIP 103513; ATCC 11168; NCIMB 8288; NCIMB 8252; ATH 2.1.6.; DSM 8283; ATCC 33872; DSM 5869; JCM 2524; CGMCC 1.2180; IFO 16661; NBRC 16661; CIP 103836; DSM 131; DSM 127; Pfennig 7850,"1850; Pa16, 2.1.6, ATH 2.1.6; SF000717; SF000326; R1; Klemme S1, S-1; 7850",RHODOSPIRILLACEAE MEDIUM (modified) (DSMZ Medium 27); CIP Medium 69; R 8 A H MEDIUM (DSMZ Medium 651); MEDIUM 69 - for Rhodopseudomonas palustris,"polluted pond; soil, rice field; Soil in rice field; Environment, Soil, rice field; garden pond"
taxon:1396|organism:bacillus cereus,14,target_bacteria,taxon_organism,bacillus cereus,Bacillus cereus,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,324,True,1,True,74,15,True,121,76,True,129,22,True,18,33,True,"{""normalized_species_exact"": 200}",CCUG 36593; CCUG 32532; CCUG 32457; CCUG 31769; CCUG 31713; CCUG 31711; CCUG 31159; CCUG 30772; CCUG 30641; CCUG 30606; CCUG 30532; CCUG 30471; CCUG 29136; CCUG 28208; CCUG 27591; CCUG 27322; CCUG 27240; CCUG 27237; CCUG 27232; CCUG 27175,F 837/76; EC1; 693.86; 724; 124-74; 586.86; 550.86; K250 TR; 210; 932.85; 992.85; D33_2; D33_1; D9_2; D9_1; 17-NRDAF21; T-a3; T3_1; FH 3502/72; SF002760,COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CASO AGAR (MERCK 105458) (DSMZ Medium 220); CIP Medium 72; CIP Medium 20; NUTRIENT AGAR (DSMZ Medium 1),"Human blood; Cellulose fibre,industrial rayon; Human blood,45-yr-old woman; Industrial product; Human blood,77-yr-old man"
proteome:UP000000554,193,target_archaea,proteome,halobacterium salinarum,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,7,0,34,16,16,54,True,1,True,7,4,True,7,11,True,4,3,True,4,6,True,"{""normalized_species_exact"": 14, ""validated_bacdive_id_from_closure"": 2}",JCM 11081; ATCC 700922; NCCB 33035; JCM 9121; CCM 2084; JCM 9120; CCM 2090; JCM 9119; CCM 2088; JCM 9118; CCM 2148; JCM 20370; IAM 12046; JCM 10927; BCC 24372; JCM 14661; PCU 302; DSM 21899; MUT mut326; MUT 326,"NCIB 8720; HPC1-2; GRB-mut326-P577; DS21, GRB; 91-R6; R1; 63-R2; 1",HALOBACTERIA MEDIUM (DSMZ Medium 372); HALOBACTERIUM MEDIUM (DSMZ Medium 97); CIP Medium 330; CIP Medium 204,Salted codfish; Oyon Mousa; salt fermented fish; Salt-fermented fish product (pla-ra) of Thailand; saltern crystallizer pond
proteome:UP000001939,237,target_bacteria,proteome,staphylococcus aureus,Staphylococcus aureus (strain USA300),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000000543,238,target_bacteria,proteome,staphylococcus haemolyticus,Staphylococcus haemolyticus (strain JCSC1435),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,104,52,52,75,True,1,True,29,10,True,51,41,True,48,8,True,2,6,True,"{""normalized_species_exact"": 52}",DSM 117905; DSM 112011; CIP 111689; CIP 111686; Epi 47.23; CRBIP21.55; CRBIP21.54; CRBIP21.53; CRBIP21.50; CRBIP21.49; CRBIP21.48; CRBIP21.47; CRBIP21.4; CRBIP21.22; DSM 110312; DSM 105514; CCUG 60680; CCUG 58045 A; CCUG 58043 B; CCUG 58042 B,507; SB-215c; 1934469426; 1833890431; BM9412; BM9399; BM9369; BM9428; BM9417; BM9368; BM9364; BM9803; BM12923; T_T1; T8b-T30; T1_13; HEGP 46063; 1017; K2-9; ES2-AirT1-1,TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CIP Medium 6; Columbia Agar with 5% Horse Blood; CIP Medium 72,"Urine, human; milk kefir; Human, Cutaneous peripheral blood culture; Human, Blood; Human, Urine"
taxon:29449|organism:rhizobium etli,5,target_bacteria,taxon_organism,rhizobium etli,Rhizobium etli,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,12,True,1,True,2,6,True,2,4,True,2,1,True,1,1,True,"{""normalized_species_exact"": 2}",CIP 106475; MIM 2; DSM 11541; ATCC 51251; CFN 42; JCM 21823; CIP 104814; HAMBI 1727; IAM 15379; IFO 15573; LMG 17827; NBRC 15573,,"MEDIUM 304 - for Allorhizobium undicola; CIP Medium 296; RHIZOBIUM MEDIUM (DSMZ Medium 98); MEDIUM 1 - for Acetobacter, Azotobacter, Gluconobacter, Gluconacetobacter, Mesorhizodium ciceri and Pseudomonas doudoroffii; CIP Medium 1","Plant, Nitrogen fixing root nodules; beans, <I>Phaseolus vulgaris</I>; Root nodule of <I>Phaseolus vulgaris</I>; Guanajuato"
taxon:1352|organism:enterococcus faecium (streptococcus faecium),18,target_bacteria,taxon_organism,enterococcus faecium,Enterococcus faecium (Streptococcus faecium),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,199,275,True,1,True,88,14,True,178,114,True,138,18,True,12,20,True,"{""normalized_species_exact"": 200}",DSM 115738; CIP 111861; CIP 111811; CIP 111739; CIP 111132; CRBIP22.88; CRBIP22.87; CRBIP22.51; CRBIP22.50; CRBIP22.49; CRBIP22.48; CRBIP22.47; CRBIP22.46; CRBIP22.45; CRBIP22.44; CRBIP22.43; CRBIP22.42; CRBIP22.41; CRBIP22.40; CRBIP22.39,"TX 2494; 18-835; L3; BM4145; BM4107; 459 (0 162); 453 (0 164); 454, 0119; 451, 0125; 450, 9800; 449, 9634; 382, 8500; 381, 8494; 380, 8395; 372, 8336; 370, 8098; 365, 8136; 360, 7952; 359, 7895; 344, 7274",COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); CIP Medium 72; CIP Medium 29; Trypticase Soy Agar,"rectum swab (human); Human, Blood; Food, Fermented milk; Urine sample; Animal, Pigeon"
taxon:273036|organism:staphylococcus aureus (strain bovine rf122 / et3-1),243,target_bacteria,taxon_organism,staphylococcus aureus,Staphylococcus aureus (strain bovine RF122 / ET3-1),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
taxon:1247|organism:oenococcus oeni (leuconostoc oenos),3,target_bacteria,taxon_organism,oenococcus oeni,Oenococcus oeni (Leuconostoc oenos),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,10,5,5,26,True,1,True,5,7,True,4,3,True,1,1,True,1,2,True,"{""normalized_species_exact"": 5}",CRBIP24.201; CIP 105837; NCIMB 701707; NCDO 1707; ATCC 23277; DSM 20257; NCDO 1696; DSM 20255; NCDO 1709; DSM 20252; ATCC 23279; NCDO 1674; JCM 6125; BCRC 14062; CCUG 30067; CCUG 30199; CCUG 32250; CECT 217; CIP 106144; KCTC 3072,"45b; 1, 6, St. Caprais; Baudry 1","De Man, Rogosa and Sharpe Agar; Trypticase Soy Agar; CIP Medium 40; MEDIUM 292 - for Oenococcus oeni; CIP Medium 292","Food, Wine; wine; Wine"
taxon:1599|organism:latilactobacillus sakei (lactobacillus sakei),6,target_bacteria,taxon_organism,latilactobacillus sakei,Latilactobacillus sakei (Lactobacillus sakei),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,46,23,23,49,True,1,True,8,3,True,20,18,True,21,5,True,4,6,True,"{""base_binomial_match_or_subspecies"": 2, ""validated_bacdive_id_from_closure"": 21}",CCUG 60816 A; CCUG 60736; CCUG 56569; CCUG 54388; CCUG 49612; CCUG 48671; CCUG 48611; CCUG 48119; CCUG 42687; CCUG 41581; CCUG 34545; JCM 12491; CCUG 41580; CECT 5964; CIP 109872; DSM 15740; LMG 18295; CCUG 32584; CCUG 32077; CCUG 31330,160x1; 23K; 18; 156; R60; R 14b/a,CIP Medium 40; MEDIUM 40- for Lactobacillus and Leuconostoc; MRS MEDIUM (DSMZ Medium 11),"Meat; Human blood,63-yr-old woman,leukaemia; Human blood; Human blood,74-yr-old woman,pneumoniae ?,smoker; Human blood,81-yr-old man"
proteome:UP000000818,198,target_bacteria,proteome,clostridium perfringens,Clostridium perfringens (strain 13 / Type A),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,210,105,105,178,True,1,True,62,10,True,91,64,True,84,9,True,16,22,True,"{""normalized_species_exact"": 105}",CCUG 59984; CCUG 57575; CCUG 55613; CCUG 47895; CCUG 47829; CCUG 45870; CCUG 43593; CCUG 43122; CCUG 42684; CCUG 42642; CCUG 42581 B; CCUG 42581 A; CCUG 41642; CCUG 39490; CCUG 39212; CCUG 39042; CCUG 38829; CCUG 37991; CCUG 37568; CCUG 37480,281/50; 4702000; 106; 146; 138; 124; 108; 101; 100; CWC238; 2001038; 2001036; 117; 72.2000; 4692000; 3162000; 170; 3222000; 169; 48899,MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20; MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; FASTIDIOUS ANAEROBE BROTH (DSMZ Medium 1203a),"Human wound,98-yr-old woman; Human blood,93-yr-old man; Human blood,87-yr-old woman; Broiler gallbladder,healthy animal; Human,81-yr-old woman"
taxon:1588|organism:lentilactobacillus hilgardii (lactobacillus hilgardii),3,target_bacteria,taxon_organism,lentilactobacillus hilgardii,Lentilactobacillus hilgardii (Lactobacillus hilgardii),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,20,10,10,32,True,1,True,7,5,True,9,7,True,0,0,False,1,3,True,"{""normalized_species_exact"": 9, ""validated_bacdive_id_from_closure"": 1}",CRBIP24.9; CRBIP24.33; CRBIP24.20; CRBIP24.13; CRBIP24.10; Cuc 3; JCM 8620; JCM 7762; CCUG 42282; NRRL B-1139; ATCC 13133; LMG 11450; DSM 20176; ATCC 8290; NCDO 264; NCIB 8040; CCUG 30140; LMG 6895; JCM 1155; BCRC 12937,R10JA; 9,"De Man, Rogosa and Sharpe Agar; Trypticase Soy Agar; CIP Medium 40; MRS MEDIUM (DSMZ Medium 11); MEDIUM 40- for Lactobacillus and Leuconostoc","Food, Wine; Fermented cane molasses; Adult; Sugar beet factory; wine"
